name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,commisioning_year,State,Counties
Green Knight Energy Center,USA0055765,9.9,40.8592,-75.2627,Waste,2001.0,Waste Management Inc,30.125,29.706999999999997,30.814,31.024,31.163,2001,Pennsylvania,Northampton County
Fairfield,USA0000940,7.5,38.3807,-88.366,Oil,1971.32,City of Fairfield- (IL),0.043,0.063,0.057999999999999996,0.053,0.094,1971,Illinois,Wayne County
Klamath Cogeneration Plant,USA0055103,501.5,42.1739,-121.8106,Gas,2001.0,Pacific Klamath Energy Inc,0.0,2184.907,2697.515,2427.6190300000003,2210.93751,2001,Oregon,Klamath County
Washoe,USA0006532,2.6,39.3022,-119.5604,Hydro,1904.0,Truckee Meadows Water Authority,12.658,7.5360000000000005,2.612,8.279,9.437000000000001,1904,Nevada,Lyon County
Mt Pleasant,USA0001166,24.0,40.9718,-91.5512,Oil,2002.0,City of Mt Pleasant - (IA),0.207,0.608,0.136,0.495,0.294,2002,Iowa,Henry County
Oceana Solar,USA0060584,17.6,36.7898,-76.0514,Solar,2018.0,Virginia Electric & Power Co,0.0,0.0,0.0,0.0,0.943,2018,Virginia,City of Virginia Beach
Ennis Power Company LLC,USA0055223,418.0,32.32,-96.675,Gas,2002.0,Ennis Power Company LLC,2006.358,1792.415,1594.261,1272.736,867.558,2002,Texas,Ellis County
Chester Lake,USA0007168,1.3,55.1169,-131.5459,Hydro,1988.0,Metlakatla Power & Light,4.368,5.966,5.428999999999999,4.585,3.839,1988,Alaska,Annette Island Reserve
Rhodhiss,USA0002730,25.5,35.7742,-81.4378,Hydro,1925.0,Duke Energy Carolinas  LLC,96.62,62.36,71.077,58.221000000000004,61.738,1925,North Carolina,Caldwell County
Covanta Marion Inc,USA0050630,13.1,45.0485,-122.9628,Waste,1986.0,Covanta Marion Inc,70.90899999999999,87.764,86.318,83.855,81.145,1986,Oregon,Marion County
Moshier,USA0002588,8.0,43.8719,-75.1364,Hydro,1929.0,Erie Boulevard Hydropower LP,37.531,47.455,31.796999999999997,35.076,46.998999999999995,1929,New York,Lewis County
Eagle,USA0002555,6.0,43.9097,-75.2008,Hydro,1918.6666670000002,Erie Boulevard Hydropower LP,33.306,38.46,27.765,29.76,37.92,1918,New York,Lewis County
Richard M Flynn,USA0007314,164.0,40.8158,-73.064,Gas,1994.0,New York Power Authority,1208.041001,1207.777006,1011.789008,1166.967001,968.552001,1994,New York,Suffolk County
Anadarko,USA0002945,7.8,39.757,-81.1155,Oil,1969.692308,City of Woodsfield - (OH),0.0,0.0,0.08800000000000001,0.07200000000000001,0.003,1969,Ohio,Monroe County
Upper Salmon A,USA0000822,18.0,42.7674,-114.9247,Hydro,1937.0,Idaho Power Co,97.991,100.25200000000001,106.04799999999999,91.98,117.23,1937,Idaho,Gooding County
Stillwater Energy Center,USA0059647,56.4,36.1619,-97.0369,Gas,2016.0,Stillwater Utilities Authority,0.0,0.0,0.0,32.830999999999996,47.45399999999999,2016,Oklahoma,Payne County
Warren F Sam Beasley Generation Station,USA0007962,96.0,39.2792,-75.6239,Gas,2007.3125,Delaware Municipal Electric Corp,23.974,42.817,43.54,72.908,17.391,2007,Delaware,Kent County
CES Cherry Hill Solar,USA0060201,1.2,39.9419,-75.0262,Solar,2016.0,Consolidated Edison Solutions Inc,0.0,0.0,0.0,1.768,1.702,2016,New Jersey,Camden County
Rising Tree Wind Farm III,USA0059236,99.0,35.0606,-118.2433,Wind,2015.0,Rising Tree Wind Farm III LLC,0.0,0.0,183.84900000000002,321.253,334.837,2015,California,Kern County
Briscoe Wind Farm,USA0059734,150.0,34.4323,-101.2372,Wind,2015.0,Capital Dynamics,0.0,0.0,122.286,480.691,415.37199999999996,2015,Texas,Briscoe County
Desert Meadow Windfarm,USA0057430,23.0,43.0566,-115.45200000000001,Wind,2013.0,Aegis Renewables LLC,55.718,62.68,51.328,61.81399999999999,53.086000000000006,2013,Idaho,Elmore County
EC&R Papalote Creek II LLC,USA0057212,200.1,27.9958,-97.2967,Wind,2011.0,E ON Climate Renewables N America LLC,629.252,652.243,550.354,509.267,567.442,2011,Texas,San Patricio County
Parishville,USA0002597,3.0,44.63,-74.8258,Hydro,1925.0,Erie Boulevard Hydropower LP,15.175,14.052,12.186,12.717,17.643,1925,New York,St. Lawrence County
Eclipse Wind Farm,USA0057873,200.1,41.5547,-94.685,Wind,2012.0,MidAmerican Energy Co,727.2610000000001,757.385,740.444,747.5110000000001,716.95,2012,Iowa,Guthrie County
Salmon Falls Wind Park,USA0056441,21.0,42.6819,-114.9892,Wind,2011.0,Idaho Wind Partners 1 LLC,62.87,65.089,53.27,62.402,54.468999999999994,2011,Idaho,Twin Falls County
LaFarge Alpena,USA0050305,47.2,45.0699,-83.4082,Petcoke,1974.699153,Lafarge Corp,0.0,0.0,0.0,0.0,167.096004,1974,Michigan,Alpena County
Box Canyon,USA0003891,90.0,48.7809,-117.4183,Hydro,1955.0,PUD No 1 of Pend Oreille County,415.11800000000005,434.99199999999996,507.236,487.406,352.67,1955,British Columbia,
Western Antelope Blue Sky B,USA0059961,20.0,34.7321,-118.3136,Solar,2017.0,Sustainable Power Group  LLC,0.0,0.0,0.0,4.135,53.958,2017,California,Los Angeles County
Xcel Adams 1 Community Solar Array,USA0060726,1.8,39.7655,-104.5886,Solar,2017.0,Clean Focus Renewables  Inc.,0.0,0.0,0.0,0.0,0.24100000000000002,2017,Colorado,Adams County
Selawik,USA0006341,1.7,66.6068,-160.0148,Oil,2011.764706,Alaska Village Elec Coop  Inc,2.8289999999999997,2.5669999999999997,2.6460000000000004,2.812,2.805,2011,Alaska,Northwest Arctic Borough
Turnbull Hydro,USA0057690,13.0,47.6053,-112.0969,Hydro,2011.0,Turnbull Hydro LLC,29.08,28.355,25.123,24.804000000000002,29.302,2011,Montana,Teton County
Montgomery County Correctional Facility,USA0060820,1.4,39.2379,-77.2932,Solar,2017.0,Tesla Inc.,0.0,0.0,0.0,0.0,0.0,2017,Maryland,Montgomery County
Upriver Dam Hydro Plant,USA0050380,17.6,47.6822,-117.3319,Hydro,1967.636364,City of Spokane,52.582,46.277,45.251999999999995,57.351000000000006,50.678999999999995,1967,Washington,Spokane County
Pamlico Partners Solar,USA0058799,5.0,35.5011,-76.87,Solar,2014.0,SunEnergy1,0.0,8.285,9.356,9.443999999999999,9.54,2014,North Carolina,Beaufort County
Nassau Energy Corp,USA0052056,55.0,40.7264,-73.5892,Gas,1991.0,Nassau Energy Corp,364.662774,343.145261,325.645492,380.97429500000004,338.71526800000004,1991,New York,Nassau County
Carousel Wind Farm LLC,USA0059975,150.0,39.334,-102.17299999999999,Wind,2015.0,Carousel Wind Farm  LLC,0.0,0.0,73.7,579.696,649.012,2015,Colorado,Kit Carson County
Hawkeye Energy Greenport LLC,USA0055969,54.0,41.106,-72.3762,Oil,2003.0,Hawkeye Energy Greenport LLC,0.0,0.0,0.0,0.0,8.802,2003,New York,Suffolk County
Huntersville Delivery No 2,USA0056550,2.2,35.3832,-80.8329,Oil,2007.0,North Carolina Mun Power Agny #1,-0.053,-0.067,-0.066,-0.07,-0.052000000000000005,2007,North Carolina,Mecklenburg County
State Center,USA0001187,6.3,42.0167,-93.1633,Oil,1985.873016,City of State Center - (IA),0.062,0.062,0.10400000000000001,0.158,0.09,1985,Iowa,Marshall County
Calvert City,USA0055308,26.7,37.0483,-88.3539,Gas,2000.0,DTE Calvert City LLC,189.45164,219.30146000000002,212.10826,222.64032000000003,220.2011,2000,Kentucky,Marshall County
Lake Gas Recovery,USA0050575,6.0,42.1063,-87.8137,Waste,1993.0,WM Illinois Renewable Energy LLC,22.787,22.935,22.008000000000003,21.835,26.072,1993,Illinois,Cook County
Stroud Solar Station,USA0057497,20.0,36.5314,-120.1069,Solar,2011.0,Pacific Gas & Electric Co.,44.933,42.715,40.966,38.539,34.751,2011,California,Fresno County
Callaway,USA0006153,1235.8,38.7589,-91.7788,Nuclear,1985.0,Union Electric Co - (MO),8367.103000000001,9276.356,10440.082,9430.179,8304.127,1985,Missouri,Callaway County
West Enfield Hydro,USA0010255,13.0,45.2497,-68.6483,Hydro,1988.0,Brookfield Black Bear Hydro  LLC,124.611,99.639,100.01100000000001,85.399,90.87899999999999,1988,Maine,Penobscot County
Mustang Station Unit 4,USA0056326,510.0,32.9746,-102.7436,Gas,2008.6666670000002,Golden Spread Electric Cooperative  Inc,138.613,124.863,356.24,323.08099999999996,408.92900000000003,2008,Texas,Yoakum County
Eastern Landfill Gas LLC,USA0056571,3.0,39.3897,-76.392,Waste,2006.0,Eastern Landfill Gas LLC,10.957,6.827999999999999,1.959,12.945,8.343,2006,Maryland,Baltimore County
VMEA Peaking Gen,USA0007441,6.4,38.7405,-77.5081,Oil,1992.5,City of Manassas - (VA),0.086,0.131,0.174,0.036000000000000004,0.102,1992,Virginia,City of Manassas
Pelton,USA0003048,109.8,44.6944,-121.2314,Hydro,1958.0,Portland General Electric Co,406.441,422.527,397.849,401.591,445.06,1958,Oregon,Jefferson County
AC Criminal Courts Complex SPE2  LLC,USA0058798,1.3,39.4375,-74.6906,Solar,2013.0,Sustainable Power Group  LLC,1.9469999999999998,1.925,2.3280000000000003,1.916,1.9069999999999998,2013,New Jersey,Atlantic County
Merck - Upper Gwynedd Solar Array,USA0061198,1.5,40.2154,-75.2831,Solar,2011.0,Merck - Upper Gwynedd Solar Array,0.0,0.0,0.0,1.76,1.579,2011,Pennsylvania,Montgomery County
Gainey Solar  LLC,USA0060633,2.0,34.499,-78.653,Solar,2016.0,Cypress Creek Renewables,0.0,0.0,0.0,0.5589999999999999,4.224,2016,North Carolina,Bladen County
Georgia-Pacific Toledo Mill,USA0058109,37.3,44.6119,-123.9319,Biomass,2007.0,Georgia-Pacific Toledo LLC,45.984925,26.873996,42.6402,47.429217,58.920167000000006,2007,Oregon,Lincoln County
Northeast (IN),USA0001013,22.2,38.0211,-87.5172,Gas,1963.518018,Southern Indiana Gas & Elec Co,0.033,0.10800000000000001,0.092,0.055,0.35700000000000004,1963,Indiana,Vanderburgh County
UCI Fuel Cell,USA0060120,1.4,33.788000000000004,-117.8901,Gas,2016.0,UCI Fuel Cell  LLC,0.0,0.0,0.49,11.015,10.808,2016,California,Orange County
NYU LANGONE HEALTH,USA0061488,18.0,40.7468,-73.9722,Oil,2012.155556,NYU LANGONE HEALTH,0.0,0.0,0.0,0.0,57.972,2012,New York,Queens County
James R Smith,USA0001842,3.2,46.5716,-87.4105,Hydro,1920.5,City of Marquette - (MI),10.828,13.360999999999999,10.708,10.65,16.074,1920,Michigan,Marquette County
Charlotte Solar LLC VT,USA0059719,2.0,44.321999999999996,-73.1976,Solar,2014.0,Charlotte Solar LLC,0.0,1.4140000000000001,3.174,3.158,2.943,2014,Vermont,Chittenden County
Kent Falls,USA0002532,12.4,44.7053,-73.5967,Hydro,1955.580645,New York State Elec & Gas Corp,63.931999999999995,54.931999999999995,39.229,39.55,12.704,1955,New York,Clinton County
Corcoran Solar 3,USA0059900,20.0,36.1504,-119.5854,Solar,2016.0,Consolidated Edison Development Inc.,0.0,0.0,0.0,53.413000000000004,52.105,2016,California,Kings County
Patton Wind Farm,USA0057999,30.0,40.6307,-78.6961,Wind,2013.0,Everpower Wind Holdings Inc,92.715,101.85799999999999,94.853,97.125,100.626,2013,Pennsylvania,Cambria County
Bear Creek Solar,USA0058508,1.5,38.1364,-121.1489,Solar,2014.0,Ecos Energy LLC,0.0,3.495,3.716,3.722,3.142,2014,California,San Joaquin County
Owens Valley Solar Project 11,USA0060953,1.0,36.2751,-118.0122,Solar,2017.0,Los Angeles Department of Water & Power,0.0,0.0,0.0,0.115,2.93,2017,California,Inyo County
Fort Randall,USA0003373,320.0,43.0653,-98.5539,Hydro,1954.625,USCE-Missouri River District,1418.5279999999998,1670.36,1679.132,1403.4389999999999,1677.525,1954,South Dakota,Charles Mix County
Twiss Street Solar,USA0059624,1.5,42.1483,-72.7481,Solar,2015.0,Citizens Enterprises Corporation,0.0,0.0,2.056,2.544,2.448,2015,Massachusetts,Hampden County
IFF Hazlet Ground,USA0060709,3.0,40.4382,-74.1601,Solar,2015.0,Marina Energy LLC,0.0,0.0,0.0,5.195,4.798,2015,New Jersey,Monmouth County
IND Solar Farm 1st Phase,USA0058391,10.0,39.6952,-86.3155,Solar,2013.0,IND Solar Farm,17.796,15.593,15.9,16.089000000000002,15.603,2013,Indiana,Hendricks County
Bartletts Ferry,USA0000702,173.0,32.662,-85.0916,Hydro,1966.271676,Georgia Power Co,474.64099999999996,359.931,356.031,362.014,278.781,1966,Alabama,Lee County
Pit 3,USA0000266,80.1,40.9974,-121.7481,Hydro,1925.0,Pacific Gas & Electric Co.,258.625,214.655,237.705,299.634,241.41299999999998,1925,California,Shasta County
Cape Canaveral,USA0000609,1295.0,28.4698,-80.7644,Gas,2013.0,Florida Power & Light Co,4656.603061,6845.355001999999,7046.079033,6713.245033,6942.856022,2013,Florida,Brevard County
Anderson Ranch,USA0006395,40.0,43.3571,-115.4515,Hydro,1951.0,U S Bureau of Reclamation,112.885,86.29899999999999,122.346,145.394,162.52100000000002,1951,Idaho,Elmore County
Cedar Hills,USA0057298,5.4,47.4558,-122.0428,Waste,2009.0,Bio Energy Washington  LLC,23.153000000000002,24.486,26.044,27.020559999999996,28.39452,2009,Washington,King County
La Porte,USA0001156,5.4,42.3159,-92.1928,Oil,2005.0,La Porte City Utilities,0.031,0.122,0.025,0.08,0.092,2005,Iowa,Black Hawk County
Stanton Wind Energy LLC,USA0056644,120.0,32.2353,-101.8367,Wind,2008.0,Invenergy Services LLC,371.034,395.352,337.0,373.704,384.474,2008,Texas,Martin County
Mars Wrigley Confectionery US  LLC,USA0010061,10.2,40.8625,-74.825,Gas,1988.313725,Mars Wrigley Confectionery US  LLC,57.823640000000005,0.0,0.0,0.0,51.941,1988,New Jersey,Warren County
Burlingame,USA0001265,4.0,38.7551,-95.8368,Gas,1971.225,City of Burlingame - (KS),0.127,0.035,0.012,0.0098,0.049,1971,Kansas,Osage County
San Juan CC,WRI1026816,864.0,18.427,-66.1045,Oil,2009.0,PREPA,0.0,0.0,0.0,0.0,0.0,2009,Catano,
McGregor,USA0001163,2.0,43.0237,-91.1749,Oil,1966.25,City of McGregor- (IA),0.013000000000000001,0.006999999999999999,0.009000000000000001,0.01,0.013000000000000001,1966,Wisconsin,Crawford County
Upper Kalskag,USA0057054,1.1,61.5269,-160.3481,Oil,2005.0,Alaska Village Elec Coop  Inc,1.327,1.285,0.0,0.0,1.5190000000000001,2005,Alaska,Bethel Census Area
CH Resources Syracuse,USA0010621,102.7,43.0664,-76.2144,Gas,1994.0,Lakeside Syracuse LLC,0.0,0.0,0.0,0.0,20.568,1994,New York,Onondaga County
Wakefield,USA0002311,4.1,42.2691,-96.8621,Gas,1959.0243899999998,City of Wakefield - (NE),0.065,0.069,0.025,0.021,0.025,1959,Nebraska,Dixon County
Tech Park Solar,USA0059455,5.0,32.0979,-110.8157,Solar,2013.0,Tech Park Solar  LLC,0.0,14.095,12.583,13.055,12.993,2013,Arizona,Pima County
TalenEnergy Martins Creek LLC Williamsport,USA0003155,32.0,41.2361,-77.0075,Oil,1967.0,TalenEnergy Martins Creek LLC,0.299,0.584,0.14800000000000002,0.042,0.111,1967,Pennsylvania,Lycoming County
Streator Cayuga Ridge South,USA0057094,300.0,40.9969,-88.49,Wind,2010.0,Avangrid Renewables LLC,789.954,765.5419999999999,780.635,752.1010000000001,806.972,2010,Illinois,Livingston County
Warm Springs Hydro Project,USA0054261,2.7,38.7221,-123.0112,Hydro,1989.0,Sonoma County Water Agency,13.182,9.404,10.267000000000001,8.952,3.3560000000000003,1989,California,Sonoma County
Monterey Diesel Generation Facility,USA0059614,6.0,38.4214,-79.5914,Oil,2016.0,Old Dominion Electric Coop,0.0,0.0,0.0,0.254,0.272,2016,Virginia,Highland County
Spring Hill Road,USA0059839,1.9,42.419,-72.1807,Solar,2016.0,Sustainable Power Group  LLC,0.0,0.0,1.023,3.205,2.7039999999999997,2016,Massachusetts,Worcester County
Worthington,USA0002024,19.6,43.6335,-95.6092,Oil,2002.204082,City of Worthington - (MN),15.812999999999999,16.31,13.787,13.755999999999998,14.908,2002,Minnesota,Nobles County
Cherokee Falls,USA0010173,4.3,35.0642,-81.5458,Hydro,1986.0,Aquenergy Systems Inc,5.341,13.485,11.056,8.599,7.72,1986,South Carolina,Cherokee County
Lachute Hydro Upper,USA0010753,5.2,43.8439,-73.4312,Hydro,1988.0,Lachute Hydro Co Inc,13.149000000000001,15.599,11.574000000000002,10.720999999999998,15.43,1988,New York,Essex County
Forked River,USA0007138,76.8,39.8154,-74.2098,Gas,1989.0,Forked River Power  LLC,4.24634,4.32768,5.446000000000001,11.658,7.274,1989,New Jersey,Ocean County
IKEA New Haven Rooftop PV &  Fuel Cell,USA0061820,1.1,41.2957,-72.92,Solar,2013.363636,IKEA Property Inc,0.0,0.0,0.0,0.0,2.887,2013,Connecticut,New Haven County
CGSun  LLC,USA0061545,4.0,44.8479,-92.875,Solar,2018.0,Cypress Creek Renewables,0.0,0.0,0.0,0.0,0.0,2018,Minnesota,Washington County
Mahoning,USA0057411,4.0,40.9144,-80.5861,Waste,2013.0,WM Renewable Energy LLC,25.093000000000004,23.92,32.018,27.151,26.805999999999997,2013,Ohio,Mahoning County
William Floyd School District,USA0058167,3.9,40.7769,-72.8508,Gas,2004.0,William Floyd School District,0.0,0.0,0.0,0.0,2.392,2004,New York,Suffolk County
Midulla Generating Station,USA0007380,897.0,27.6417,-81.9625,Gas,2003.727982,Seminole Electric Cooperative Inc,2862.957961,2508.670955,2494.15501,3275.428934,3319.595952,2003,Florida,Hardee County
Agnews Power Plant,USA0050748,32.0,37.4058,-121.9272,Gas,1990.0,OLS Energy-Agnews Inc.,19.285,15.661,31.849,16.64,20.898000000000003,1990,California,Santa Clara County
Stafford MS Ground Mount,USA0060880,2.0,41.964,-72.309,Solar,2016.0,Town of Stafford  CT,0.0,0.0,0.0,2.4720299999999997,3.2689999999999997,2016,Connecticut,Tolland County
Lateral 10 Ventures,USA0054753,2.4,42.6474,-114.8903,Hydro,1984.0,Lateral 10 Ventures,5.591,7.4913300000000005,5.9270000000000005,6.893,8.329,1984,Idaho,Twin Falls County
Hesperia,USA0059182,1.5,34.435,-117.3781,Solar,2014.0,SunEdison LLC,0.0,0.892,3.199,3.197,3.161,2014,California,San Bernardino County
